country_id,country_value,indicator_name,year,value,region,incomeLevel,lendingType,longitude,latitude
1A,Arab World,GDP growth (annual %),2018,2.672553245,Aggregates,Aggregates,Aggregates,,
1A,Arab World,GDP growth (annual %),2017,1.329010002,Aggregates,Aggregates,Aggregates,,
1A,Arab World,GDP growth (annual %),2016,3.57286828,Aggregates,Aggregates,Aggregates,,
S3,Caribbean small states,GDP growth (annual %),2024,13.31292509,Aggregates,Aggregates,Aggregates,,
S3,Caribbean small states,GDP growth (annual %),2023,8.83833676,Aggregates,Aggregates,Aggregates,,
S3,Caribbean small states,GDP growth (annual %),2022,14.88510301,Aggregates,Aggregates,Aggregates,,
S3,Caribbean small states,GDP growth (annual %),2021,6.531812483,Aggregates,Aggregates,Aggregates,,
S3,Caribbean small states,GDP growth (annual %),2020,-9.029163033,Aggregates,Aggregates,Aggregates,,
S3,Caribbean small states,GDP growth (annual %),2019,0.87511782,Aggregates,Aggregates,Aggregates,,
S3,Caribbean small states,GDP growth (annual %),2018,1.210878666,Aggregates,Aggregates,Aggregates,,
S3,Caribbean small states,GDP growth (annual %),2017,-0.745458059,Aggregates,Aggregates,Aggregates,,
S3,Caribbean small states,GDP growth (annual %),2016,-3.080199017,Aggregates,Aggregates,Aggregates,,
B8,Central Europe and the Baltics,GDP growth (annual %),2024,2.07016017,Aggregates,Aggregates,Aggregates,,
B8,Central Europe and the Baltics,GDP growth (annual %),2023,0.707363295,Aggregates,Aggregates,Aggregates,,
B8,Central Europe and the Baltics,GDP growth (annual %),2022,4.042272213,Aggregates,Aggregates,Aggregates,,
B8,Central Europe and the Baltics,GDP growth (annual %),2021,6.57225386,Aggregates,Aggregates,Aggregates,,
B8,Central Europe and the Baltics,GDP growth (annual %),2020,-3.301119991,Aggregates,Aggregates,Aggregates,,
B8,Central Europe and the Baltics,GDP growth (annual %),2019,4.032290638,Aggregates,Aggregates,Aggregates,,
B8,Central Europe and the Baltics,GDP growth (annual %),2018,4.953377994,Aggregates,Aggregates,Aggregates,,
B8,Central Europe and the Baltics,GDP growth (annual %),2017,5.107131791,Aggregates,Aggregates,Aggregates,,
B8,Central Europe and the Baltics,GDP growth (annual %),2016,2.807261763,Aggregates,Aggregates,Aggregates,,
V2,Early-demographic dividend,GDP growth (annual %),2024,3.668943594,Aggregates,Aggregates,Aggregates,,
V2,Early-demographic dividend,GDP growth (annual %),2023,4.59507205,Aggregates,Aggregates,Aggregates,,
V2,Early-demographic dividend,GDP growth (annual %),2022,6.021190058,Aggregates,Aggregates,Aggregates,,
V2,Early-demographic dividend,GDP growth (annual %),2021,7.509998573,Aggregates,Aggregates,Aggregates,,
V2,Early-demographic dividend,GDP growth (annual %),2020,-4.302950042,Aggregates,Aggregates,Aggregates,,
V2,Early-demographic dividend,GDP growth (annual %),2019,2.269866656,Aggregates,Aggregates,Aggregates,,
V2,Early-demographic dividend,GDP growth (annual %),2018,3.607979483,Aggregates,Aggregates,Aggregates,,
V2,Early-demographic dividend,GDP growth (annual %),2017,4.487111351,Aggregates,Aggregates,Aggregates,,
V2,Early-demographic dividend,GDP growth (annual %),2016,4.136288055,Aggregates,Aggregates,Aggregates,,
Z4,East Asia & Pacific,GDP growth (annual %),2024,3.7901055,Aggregates,Aggregates,Aggregates,,
Z4,East Asia & Pacific,GDP growth (annual %),2023,4.205667383,Aggregates,Aggregates,Aggregates,,
Z4,East Asia & Pacific,GDP growth (annual %),2022,2.999618497,Aggregates,Aggregates,Aggregates,,
Z4,East Asia & Pacific,GDP growth (annual %),2021,6.344826114,Aggregates,Aggregates,Aggregates,,
Z4,East Asia & Pacific,GDP growth (annual %),2020,-0.057492466,Aggregates,Aggregates,Aggregates,,
Z4,East Asia & Pacific,GDP growth (annual %),2019,4.042970182,Aggregates,Aggregates,Aggregates,,
Z4,East Asia & Pacific,GDP growth (annual %),2018,4.794897182,Aggregates,Aggregates,Aggregates,,
Z4,East Asia & Pacific,GDP growth (annual %),2017,5.062127615,Aggregates,Aggregates,Aggregates,,
Z4,East Asia & Pacific,GDP growth (annual %),2016,4.65562872,Aggregates,Aggregates,Aggregates,,
4E,East Asia & Pacific (excluding high income),GDP growth (annual %),2024,4.961443882,Aggregates,Aggregates,Aggregates,,
4E,East Asia & Pacific (excluding high income),GDP growth (annual %),2023,5.255279864,Aggregates,Aggregates,Aggregates,,
4E,East Asia & Pacific (excluding high income),GDP growth (annual %),2022,3.54811147,Aggregates,Aggregates,Aggregates,,
4E,East Asia & Pacific (excluding high income),GDP growth (annual %),2021,7.719796469,Aggregates,Aggregates,Aggregates,,
4E,East Asia & Pacific (excluding high income),GDP growth (annual %),2020,1.345225601,Aggregates,Aggregates,Aggregates,,
4E,East Asia & Pacific (excluding high income),GDP growth (annual %),2019,5.885861018,Aggregates,Aggregates,Aggregates,,
4E,East Asia & Pacific (excluding high income),GDP growth (annual %),2018,6.537137249,Aggregates,Aggregates,Aggregates,,
4E,East Asia & Pacific (excluding high income),GDP growth (annual %),2017,6.666722306,Aggregates,Aggregates,Aggregates,,
4E,East Asia & Pacific (excluding high income),GDP growth (annual %),2016,6.510090637,Aggregates,Aggregates,Aggregates,,
T4,East Asia & Pacific (IDA & IBRD countries),GDP growth (annual %),2024,4.961515071,Aggregates,Aggregates,Aggregates,,
T4,East Asia & Pacific (IDA & IBRD countries),GDP growth (annual %),2023,5.255221261,Aggregates,Aggregates,Aggregates,,
T4,East Asia & Pacific (IDA & IBRD countries),GDP growth (annual %),2022,3.548083906,Aggregates,Aggregates,Aggregates,,
T4,East Asia & Pacific (IDA & IBRD countries),GDP growth (annual %),2021,7.719487994,Aggregates,Aggregates,Aggregates,,
T4,East Asia & Pacific (IDA & IBRD countries),GDP growth (annual %),2020,1.345095222,Aggregates,Aggregates,Aggregates,,
T4,East Asia & Pacific (IDA & IBRD countries),GDP growth (annual %),2019,5.885768053,Aggregates,Aggregates,Aggregates,,
T4,East Asia & Pacific (IDA & IBRD countries),GDP growth (annual %),2018,6.536954686,Aggregates,Aggregates,Aggregates,,
T4,East Asia & Pacific (IDA & IBRD countries),GDP growth (annual %),2017,6.666447635,Aggregates,Aggregates,Aggregates,,
T4,East Asia & Pacific (IDA & IBRD countries),GDP growth (annual %),2016,6.509965774,Aggregates,Aggregates,Aggregates,,
XC,Euro area,GDP growth (annual %),2024,0.911910157,Aggregates,Aggregates,Aggregates,,
XC,Euro area,GDP growth (annual %),2023,0.473405522,Aggregates,Aggregates,Aggregates,,
XC,Euro area,GDP growth (annual %),2022,3.659219243,Aggregates,Aggregates,Aggregates,,
XC,Euro area,GDP growth (annual %),2021,6.437137555,Aggregates,Aggregates,Aggregates,,
XC,Euro area,GDP growth (annual %),2020,-6.056744251,Aggregates,Aggregates,Aggregates,,
XC,Euro area,GDP growth (annual %),2019,1.62263181,Aggregates,Aggregates,Aggregates,,
XC,Euro area,GDP growth (annual %),2018,1.779911309,Aggregates,Aggregates,Aggregates,,
XC,Euro area,GDP growth (annual %),2017,2.622625905,Aggregates,Aggregates,Aggregates,,
XC,Euro area,GDP growth (annual %),2016,1.801581128,Aggregates,Aggregates,Aggregates,,
Z7,Europe & Central Asia,GDP growth (annual %),2024,1.566248456,Aggregates,Aggregates,Aggregates,,
Z7,Europe & Central Asia,GDP growth (annual %),2023,1.046374807,Aggregates,Aggregates,Aggregates,,
Z7,Europe & Central Asia,GDP growth (annual %),2022,3.390877771,Aggregates,Aggregates,Aggregates,,
Z7,Europe & Central Asia,GDP growth (annual %),2021,6.799659053,Aggregates,Aggregates,Aggregates,,
Z7,Europe & Central Asia,GDP growth (annual %),2020,-5.380894716,Aggregates,Aggregates,Aggregates,,
Z7,Europe & Central Asia,GDP growth (annual %),2019,1.823378615,Aggregates,Aggregates,Aggregates,,
Z7,Europe & Central Asia,GDP growth (annual %),2018,2.159024084,Aggregates,Aggregates,Aggregates,,
Z7,Europe & Central Asia,GDP growth (annual %),2017,2.954540452,Aggregates,Aggregates,Aggregates,,
Z7,Europe & Central Asia,GDP growth (annual %),2016,1.905570788,Aggregates,Aggregates,Aggregates,,
7E,Europe & Central Asia (excluding high income),GDP growth (annual %),2024,3.982394713,Aggregates,Aggregates,Aggregates,,
7E,Europe & Central Asia (excluding high income),GDP growth (annual %),2023,5.03672042,Aggregates,Aggregates,Aggregates,,
7E,Europe & Central Asia (excluding high income),GDP growth (annual %),2022,3.079017535,Aggregates,Aggregates,Aggregates,,
7E,Europe & Central Asia (excluding high income),GDP growth (annual %),2021,9.280421045,Aggregates,Aggregates,Aggregates,,
7E,Europe & Central Asia (excluding high income),GDP growth (annual %),2020,0.276088025,Aggregates,Aggregates,Aggregates,,
7E,Europe & Central Asia (excluding high income),GDP growth (annual %),2019,2.581907824,Aggregates,Aggregates,Aggregates,,
7E,Europe & Central Asia (excluding high income),GDP growth (annual %),2018,3.761771226,Aggregates,Aggregates,Aggregates,,
7E,Europe & Central Asia (excluding high income),GDP growth (annual %),2017,6.003008998,Aggregates,Aggregates,Aggregates,,
7E,Europe & Central Asia (excluding high income),GDP growth (annual %),2016,2.783833547,Aggregates,Aggregates,Aggregates,,
T7,Europe & Central Asia (IDA & IBRD countries),GDP growth (annual %),2024,3.805348222,Aggregates,Aggregates,Aggregates,,
T7,Europe & Central Asia (IDA & IBRD countries),GDP growth (annual %),2023,3.825958233,Aggregates,Aggregates,Aggregates,,
T7,Europe & Central Asia (IDA & IBRD countries),GDP growth (annual %),2022,1.951979021,Aggregates,Aggregates,Aggregates,,
T7,Europe & Central Asia (IDA & IBRD countries),GDP growth (annual %),2021,7.590903934,Aggregates,Aggregates,Aggregates,,
T7,Europe & Central Asia (IDA & IBRD countries),GDP growth (annual %),2020,-1.457933465,Aggregates,Aggregates,Aggregates,,
T7,Europe & Central Asia (IDA & IBRD countries),GDP growth (annual %),2019,2.816014401,Aggregates,Aggregates,Aggregates,,
T7,Europe & Central Asia (IDA & IBRD countries),GDP growth (annual %),2018,3.804244285,Aggregates,Aggregates,Aggregates,,
T7,Europe & Central Asia (IDA & IBRD countries),GDP growth (annual %),2017,4.371160632,Aggregates,Aggregates,Aggregates,,
T7,Europe & Central Asia (IDA & IBRD countries),GDP growth (annual %),2016,1.861292679,Aggregates,Aggregates,Aggregates,,
EU,European Union,GDP growth (annual %),2024,1.064557898,Aggregates,Aggregates,Aggregates,,
EU,European Union,GDP growth (annual %),2023,0.454322708,Aggregates,Aggregates,Aggregates,,
EU,European Union,GDP growth (annual %),2022,3.561552332,Aggregates,Aggregates,Aggregates,,
EU,European Union,GDP growth (annual %),2021,6.377750139,Aggregates,Aggregates,Aggregates,,
EU,European Union,GDP growth (annual %),2020,-5.578880557,Aggregates,Aggregates,Aggregates,,
EU,European Union,GDP growth (annual %),2019,1.875246962,Aggregates,Aggregates,Aggregates,,
EU,European Union,GDP growth (annual %),2018,2.046420127,Aggregates,Aggregates,Aggregates,,
EU,European Union,GDP growth (annual %),2017,2.818110455,Aggregates,Aggregates,Aggregates,,
EU,European Union,GDP growth (annual %),2016,1.919980298,Aggregates,Aggregates,Aggregates,,
F1,Fragile and conflict affected situations,GDP growth (annual %),2024,2.006945022,Aggregates,Aggregates,Aggregates,,
F1,Fragile and conflict affected situations,GDP growth (annual %),2023,2.145454916,Aggregates,Aggregates,Aggregates,,
F1,Fragile and conflict affected situations,GDP growth (annual %),2022,1.620716636,Aggregates,Aggregates,Aggregates,,
F1,Fragile and conflict affected situations,GDP growth (annual %),2021,1.530906807,Aggregates,Aggregates,Aggregates,,
F1,Fragile and conflict affected situations,GDP growth (annual %),2020,-7.413188353,Aggregates,Aggregates,Aggregates,,
F1,Fragile and conflict affected situations,GDP growth (annual %),2019,0.815291636,Aggregates,Aggregates,Aggregates,,
F1,Fragile and conflict affected situations,GDP growth (annual %),2018,1.455486127,Aggregates,Aggregates,Aggregates,,
F1,Fragile and conflict affected situations,GDP growth (annual %),2017,1.301845073,Aggregates,Aggregates,Aggregates,,
F1,Fragile and conflict affected situations,GDP growth (annual %),2016,0.474197451,Aggregates,Aggregates,Aggregates,,
XE,Heavily indebted poor countries (HIPC),GDP growth (annual %),2024,5.144706757,Aggregates,Aggregates,Aggregates,,
XE,Heavily indebted poor countries (HIPC),GDP growth (annual %),2023,3.462669528,Aggregates,Aggregates,Aggregates,,
XE,Heavily indebted poor countries (HIPC),GDP growth (annual %),2022,4.873874978,Aggregates,Aggregates,Aggregates,,
XE,Heavily indebted poor countries (HIPC),GDP growth (annual %),2021,4.394315609,Aggregates,Aggregates,Aggregates,,
XE,Heavily indebted poor countries (HIPC),GDP growth (annual %),2020,-0.018713375,Aggregates,Aggregates,Aggregates,,
XE,Heavily indebted poor countries (HIPC),GDP growth (annual %),2019,4.204827981,Aggregates,Aggregates,Aggregates,,
XE,Heavily indebted poor countries (HIPC),GDP growth (annual %),2018,4.193812221,Aggregates,Aggregates,Aggregates,,
XE,Heavily indebted poor countries (HIPC),GDP growth (annual %),2017,5.046010232,Aggregates,Aggregates,Aggregates,,
XE,Heavily indebted poor countries (HIPC),GDP growth (annual %),2016,4.32522803,Aggregates,Aggregates,Aggregates,,
XD,High income,GDP growth (annual %),2024,1.950007937,Aggregates,Aggregates,Aggregates,,
XD,High income,GDP growth (annual %),2023,1.82733766,Aggregates,Aggregates,Aggregates,,
XD,High income,GDP growth (annual %),2022,3.045321504,Aggregates,Aggregates,Aggregates,,
XD,High income,GDP growth (annual %),2021,5.853606932,Aggregates,Aggregates,Aggregates,,
XD,High income,GDP growth (annual %),2020,-3.890948417,Aggregates,Aggregates,Aggregates,,
XD,High income,GDP growth (annual %),2019,1.894575129,Aggregates,Aggregates,Aggregates,,
XD,High income,GDP growth (annual %),2018,2.382619923,Aggregates,Aggregates,Aggregates,,
XD,High income,GDP growth (annual %),2017,2.49707967,Aggregates,Aggregates,Aggregates,,
XD,High income,GDP growth (annual %),2016,1.846091403,Aggregates,Aggregates,Aggregates,,
XF,IBRD only,GDP growth (annual %),2024,4.351764243,Aggregates,Aggregates,Aggregates,,
XF,IBRD only,GDP growth (annual %),2023,4.817605834,Aggregates,Aggregates,Aggregates,,
XF,IBRD only,GDP growth (annual %),2022,3.770014258,Aggregates,Aggregates,Aggregates,,
XF,IBRD only,GDP growth (annual %),2021,7.625766742,Aggregates,Aggregates,Aggregates,,
XF,IBRD only,GDP growth (annual %),2020,-1.282042299,Aggregates,Aggregates,Aggregates,,
XF,IBRD only,GDP growth (annual %),2019,3.990804016,Aggregates,Aggregates,Aggregates,,
XF,IBRD only,GDP growth (annual %),2018,4.860601855,Aggregates,Aggregates,Aggregates,,
XF,IBRD only,GDP growth (annual %),2017,5.162445444,Aggregates,Aggregates,Aggregates,,
XF,IBRD only,GDP growth (annual %),2016,4.442363982,Aggregates,Aggregates,Aggregates,,
ZT,IDA & IBRD total,GDP growth (annual %),2024,4.348466255,Aggregates,Aggregates,Aggregates,,
ZT,IDA & IBRD total,GDP growth (annual %),2023,4.68849829,Aggregates,Aggregates,Aggregates,,
ZT,IDA & IBRD total,GDP growth (annual %),2022,3.826133078,Aggregates,Aggregates,Aggregates,,
ZT,IDA & IBRD total,GDP growth (annual %),2021,7.352784472,Aggregates,Aggregates,Aggregates,,
ZT,IDA & IBRD total,GDP growth (annual %),2020,-1.321678563,Aggregates,Aggregates,Aggregates,,
ZT,IDA & IBRD total,GDP growth (annual %),2019,3.986063778,Aggregates,Aggregates,Aggregates,,
ZT,IDA & IBRD total,GDP growth (annual %),2018,4.823058901,Aggregates,Aggregates,Aggregates,,
ZT,IDA & IBRD total,GDP growth (annual %),2017,5.072693083,Aggregates,Aggregates,Aggregates,,
ZT,IDA & IBRD total,GDP growth (annual %),2016,4.347740113,Aggregates,Aggregates,Aggregates,,
XH,IDA blend,GDP growth (annual %),2024,4.055819918,Aggregates,Aggregates,Aggregates,,
XH,IDA blend,GDP growth (annual %),2023,2.825620134,Aggregates,Aggregates,Aggregates,,
XH,IDA blend,GDP growth (annual %),2022,4.798198284,Aggregates,Aggregates,Aggregates,,
XH,IDA blend,GDP growth (annual %),2021,4.294117249,Aggregates,Aggregates,Aggregates,,
XH,IDA blend,GDP growth (annual %),2020,-3.293960316,Aggregates,Aggregates,Aggregates,,
XH,IDA blend,GDP growth (annual %),2019,3.022957774,Aggregates,Aggregates,Aggregates,,
XH,IDA blend,GDP growth (annual %),2018,3.863334438,Aggregates,Aggregates,Aggregates,,
XH,IDA blend,GDP growth (annual %),2017,2.778739303,Aggregates,Aggregates,Aggregates,,
XH,IDA blend,GDP growth (annual %),2016,2.268710585,Aggregates,Aggregates,Aggregates,,
XI,IDA only,GDP growth (annual %),2024,4.543064608,Aggregates,Aggregates,Aggregates,,
XI,IDA only,GDP growth (annual %),2023,3.25506753,Aggregates,Aggregates,Aggregates,,
XI,IDA only,GDP growth (annual %),2022,4.30600397,Aggregates,Aggregates,Aggregates,,
XI,IDA only,GDP growth (annual %),2021,3.667580777,Aggregates,Aggregates,Aggregates,,
XI,IDA only,GDP growth (annual %),2020,-0.368060972,Aggregates,Aggregates,Aggregates,,
XI,IDA only,GDP growth (annual %),2019,4.822154476,Aggregates,Aggregates,Aggregates,,
XI,IDA only,GDP growth (annual %),2018,4.861770808,Aggregates,Aggregates,Aggregates,,
XI,IDA only,GDP growth (annual %),2017,5.218001659,Aggregates,Aggregates,Aggregates,,
XI,IDA only,GDP growth (annual %),2016,4.199593815,Aggregates,Aggregates,Aggregates,,
XG,IDA total,GDP growth (annual %),2024,4.305774322,Aggregates,Aggregates,Aggregates,,
XG,IDA total,GDP growth (annual %),2023,3.045477598,Aggregates,Aggregates,Aggregates,,
XG,IDA total,GDP growth (annual %),2022,4.545638357,Aggregates,Aggregates,Aggregates,,
XG,IDA total,GDP growth (annual %),2021,3.971679187,Aggregates,Aggregates,Aggregates,,
XG,IDA total,GDP growth (annual %),2020,-1.809980165,Aggregates,Aggregates,Aggregates,,
XG,IDA total,GDP growth (annual %),2019,3.927701536,Aggregates,Aggregates,Aggregates,,
XG,IDA total,GDP growth (annual %),2018,4.363019993,Aggregates,Aggregates,Aggregates,,
XG,IDA total,GDP growth (annual %),2017,3.985209048,Aggregates,Aggregates,Aggregates,,
XG,IDA total,GDP growth (annual %),2016,3.214707,Aggregates,Aggregates,Aggregates,,
V3,Late-demographic dividend,GDP growth (annual %),2024,4.487550054,Aggregates,Aggregates,Aggregates,,
V3,Late-demographic dividend,GDP growth (annual %),2023,4.428049512,Aggregates,Aggregates,Aggregates,,
V3,Late-demographic dividend,GDP growth (annual %),2022,3.287003765,Aggregates,Aggregates,Aggregates,,
V3,Late-demographic dividend,GDP growth (annual %),2021,7.592655242,Aggregates,Aggregates,Aggregates,,
V3,Late-demographic dividend,GDP growth (annual %),2020,0.236064722,Aggregates,Aggregates,Aggregates,,
V3,Late-demographic dividend,GDP growth (annual %),2019,4.747055799,Aggregates,Aggregates,Aggregates,,
V3,Late-demographic dividend,GDP growth (annual %),2018,5.43978542,Aggregates,Aggregates,Aggregates,,
V3,Late-demographic dividend,GDP growth (annual %),2017,5.262208668,Aggregates,Aggregates,Aggregates,,
V3,Late-demographic dividend,GDP growth (annual %),2016,4.45093233,Aggregates,Aggregates,Aggregates,,
ZJ,Latin America & Caribbean,GDP growth (annual %),2024,2.253651175,Aggregates,Aggregates,Aggregates,,
ZJ,Latin America & Caribbean,GDP growth (annual %),2023,2.249542102,Aggregates,Aggregates,Aggregates,,
ZJ,Latin America & Caribbean,GDP growth (annual %),2022,4.084897075,Aggregates,Aggregates,Aggregates,,
ZJ,Latin America & Caribbean,GDP growth (annual %),2021,7.064042553,Aggregates,Aggregates,Aggregates,,
ZJ,Latin America & Caribbean,GDP growth (annual %),2020,-6.860634047,Aggregates,Aggregates,Aggregates,,
ZJ,Latin America & Caribbean,GDP growth (annual %),2019,0.31207932,Aggregates,Aggregates,Aggregates,,
ZJ,Latin America & Caribbean,GDP growth (annual %),2018,1.217913197,Aggregates,Aggregates,Aggregates,,
ZJ,Latin America & Caribbean,GDP growth (annual %),2017,1.553292273,Aggregates,Aggregates,Aggregates,,
ZJ,Latin America & Caribbean,GDP growth (annual %),2016,-0.729799173,Aggregates,Aggregates,Aggregates,,
XJ,Latin America & Caribbean (excluding high income),GDP growth (annual %),2024,1.97324501,Aggregates,Aggregates,Aggregates,,
XJ,Latin America & Caribbean (excluding high income),GDP growth (annual %),2023,2.166243774,Aggregates,Aggregates,Aggregates,,
XJ,Latin America & Caribbean (excluding high income),GDP growth (annual %),2022,3.947053262,Aggregates,Aggregates,Aggregates,,
XJ,Latin America & Caribbean (excluding high income),GDP growth (annual %),2021,6.902702472,Aggregates,Aggregates,Aggregates,,
XJ,Latin America & Caribbean (excluding high income),GDP growth (annual %),2020,-6.549952861,Aggregates,Aggregates,Aggregates,,
XJ,Latin America & Caribbean (excluding high income),GDP growth (annual %),2019,0.597515257,Aggregates,Aggregates,Aggregates,,
XJ,Latin America & Caribbean (excluding high income),GDP growth (annual %),2018,1.544156718,Aggregates,Aggregates,Aggregates,,
XJ,Latin America & Caribbean (excluding high income),GDP growth (annual %),2017,1.981520908,Aggregates,Aggregates,Aggregates,,
XJ,Latin America & Caribbean (excluding high income),GDP growth (annual %),2016,-0.53611486,Aggregates,Aggregates,Aggregates,,
T2,Latin America & the Caribbean (IDA & IBRD countries),GDP growth (annual %),2024,2.278147051,Aggregates,Aggregates,Aggregates,,
T2,Latin America & the Caribbean (IDA & IBRD countries),GDP growth (annual %),2023,2.326029774,Aggregates,Aggregates,Aggregates,,
T2,Latin America & the Caribbean (IDA & IBRD countries),GDP growth (annual %),2022,4.117825883,Aggregates,Aggregates,Aggregates,,
T2,Latin America & the Caribbean (IDA & IBRD countries),GDP growth (annual %),2021,7.263490296,Aggregates,Aggregates,Aggregates,,
T2,Latin America & the Caribbean (IDA & IBRD countries),GDP growth (annual %),2020,-6.782942718,Aggregates,Aggregates,Aggregates,,
T2,Latin America & the Caribbean (IDA & IBRD countries),GDP growth (annual %),2019,0.289655399,Aggregates,Aggregates,Aggregates,,
T2,Latin America & the Caribbean (IDA & IBRD countries),GDP growth (annual %),2018,1.30250308,Aggregates,Aggregates,Aggregates,,
T2,Latin America & the Caribbean (IDA & IBRD countries),GDP growth (annual %),2017,1.621111899,Aggregates,Aggregates,Aggregates,,
T2,Latin America & the Caribbean (IDA & IBRD countries),GDP growth (annual %),2016,-0.747764284,Aggregates,Aggregates,Aggregates,,
XL,Least developed countries: UN classification,GDP growth (annual %),2024,3.856458097,Aggregates,Aggregates,Aggregates,,
XL,Least developed countries: UN classification,GDP growth (annual %),2023,3.028799499,Aggregates,Aggregates,Aggregates,,
XL,Least developed countries: UN classification,GDP growth (annual %),2022,4.750999015,Aggregates,Aggregates,Aggregates,,
XL,Least developed countries: UN classification,GDP growth (annual %),2021,2.868041579,Aggregates,Aggregates,Aggregates,,
XL,Least developed countries: UN classification,GDP growth (annual %),2020,-0.084161467,Aggregates,Aggregates,Aggregates,,
XL,Least developed countries: UN classification,GDP growth (annual %),2019,4.91325561,Aggregates,Aggregates,Aggregates,,
XL,Least developed countries: UN classification,GDP growth (annual %),2018,4.659419088,Aggregates,Aggregates,Aggregates,,
XL,Least developed countries: UN classification,GDP growth (annual %),2017,4.498709634,Aggregates,Aggregates,Aggregates,,
XL,Least developed countries: UN classification,GDP growth (annual %),2016,3.656909675,Aggregates,Aggregates,Aggregates,,
XO,Low & middle income,GDP growth (annual %),2024,4.360750375,Aggregates,Aggregates,Aggregates,,
XO,Low & middle income,GDP growth (annual %),2023,4.822675455,Aggregates,Aggregates,Aggregates,,
XO,Low & middle income,GDP growth (annual %),2022,3.999850016,Aggregates,Aggregates,Aggregates,,
XO,Low & middle income,GDP growth (annual %),2021,7.386517028,Aggregates,Aggregates,Aggregates,,
XO,Low & middle income,GDP growth (annual %),2020,-1.121388032,Aggregates,Aggregates,Aggregates,,
XO,Low & middle income,GDP growth (annual %),2019,4.157954442,Aggregates,Aggregates,Aggregates,,
XO,Low & middle income,GDP growth (annual %),2018,4.992533717,Aggregates,Aggregates,Aggregates,,
XO,Low & middle income,GDP growth (annual %),2017,5.334144523,Aggregates,Aggregates,Aggregates,,
XO,Low & middle income,GDP growth (annual %),2016,4.7358934,Aggregates,Aggregates,Aggregates,,
XM,Low income,GDP growth (annual %),2024,2.326161723,Aggregates,Aggregates,Aggregates,,
XM,Low income,GDP growth (annual %),2023,-0.209388254,Aggregates,Aggregates,Aggregates,,
XM,Low income,GDP growth (annual %),2022,3.357591423,Aggregates,Aggregates,Aggregates,,
XM,Low income,GDP growth (annual %),2021,1.279329139,Aggregates,Aggregates,Aggregates,,
XM,Low income,GDP growth (annual %),2020,-1.150430223,Aggregates,Aggregates,Aggregates,,
XM,Low income,GDP growth (annual %),2019,3.010329147,Aggregates,Aggregates,Aggregates,,
XM,Low income,GDP growth (annual %),2018,2.846889713,Aggregates,Aggregates,Aggregates,,
XM,Low income,GDP growth (annual %),2017,1.884833577,Aggregates,Aggregates,Aggregates,,
XM,Low income,GDP growth (annual %),2016,0.504076624,Aggregates,Aggregates,Aggregates,,
XN,Lower middle income,GDP growth (annual %),2024,5.173249788,Aggregates,Aggregates,Aggregates,,
